lessonId,title,sourceId,sourceType,sourcePath,sourceRef,grade,state,subject,module,standardCode,skill,generatorVersion,reviewStatus,legacyStatus,practiceItems,mcqItems,teiItems,passageCount,blockerCount,warningCount,recommendation,notes
"b3800e9455ad83e5","Understanding Point of View in Narratives","archive-token-budget-json-samples","v2_token_budget_json","audit/v2-token-budget-check-g7-pov/sample-11-g7-point-of-view.json","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.D","Point of View","V2","","QUARANTINED","12","4","8","12","70","10","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"2e499bbebc952fb5","Exploring Theme in Literature","archive-token-budget-json-samples","v2_token_budget_json","audit/v2-token-budget-check-g7-theme/sample-11-g7-theme.json","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.A","Theme","V2","","QUARANTINED","12","6","6","2","46","4","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"9002456ac29624c0","Understanding Multiple Central Ideas","archive-token-budget-json-samples","v2_token_budget_json","audit/v2-token-budget-check-g8-main/sample-11-g8-multiple-central-ideas.json","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.2.8.A","Multiple Central Ideas","V2","","QUARANTINED","12","4","8","12","56","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"0a92041488234812","Mastering Parallel Structure for Clarity and Style","archive-token-budget-json-samples","v2_token_budget_json","audit/v2-token-budget-check-g8-parallel/sample-11-g8-parallel-structure.json","local-pssa-governance-and-tranche1-2026-05-31","8","PA","ELA","PSSA","CC.1.4.8.F","Parallel Structure","V2","","QUARANTINED","12","4","8","0","31","2","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"0e8575d500914ce7","Understanding Theme in Literary Texts","archive-token-budget-json-samples","v2_token_budget_json","audit/v2-token-budget-check/sample-11-g7-theme.json","local-pssa-governance-and-tranche1-2026-05-31","7","PA","ELA","PSSA","CC.1.3.7.A","Theme","V2","","QUARANTINED","12","3","9","4","42","2","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfkjg10007evu9n99td6m5","Decoding Multisyllable Words","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.1.3.D","Multisyllable Word Parts","","PENDING_REVIEW","QUARANTINED","36","15","21","1","81","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfllov000fevu97xukjt9t","Exploring Phonics Patterns","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.1.3.D","Phonics Patterns","","PENDING_REVIEW","QUARANTINED","36","12","24","4","81","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfmzxq000sevu9v6rfh6gf","Understanding Short and Long Vowel Patterns","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.1.3.D","Short and Long Vowel Patterns","","PENDING_REVIEW","QUARANTINED","36","12","24","3","81","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfprp00015evu9t95bnlth","Mastering Multisyllabic Words","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.1.3.E","Multisyllabic Words","","PENDING_REVIEW","QUARANTINED","36","0","36","0","84","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfpwdp001devu9m22ak7yq","Understanding Common Affixes","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.1.3.E","Common Affixes","","PENDING_REVIEW","QUARANTINED","36","0","36","2","81","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfsse80023evu9p3ru6hyw","Understanding Main Idea","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.A","Main Idea","","PENDING_REVIEW","QUARANTINED","36","18","18","8","126","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfsjgm001vevu9ftccbyhm","Making Inferences from Text","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.B","Inference","","PENDING_REVIEW","QUARANTINED","36","0","36","12","105","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfvzjb002gevu9myf1nvdt","Using Text Evidence to Understand Stories","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.B","Text Evidence","","PENDING_REVIEW","QUARANTINED","36","18","18","12","138","30","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdfxnn7002tevu993vrd9h7","Understanding Cause and Effect","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.C","Cause and Effect","","PENDING_REVIEW","QUARANTINED","36","18","18","12","138","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdg13nn0036evu9quxzpq9a","Exploring Text Features","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.E","Text Features","","PENDING_REVIEW","QUARANTINED","36","18","18","4","81","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdg1f67003eevu9q8cyr7oa","Understanding Author's Purpose","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.E","Author's Purpose","","PENDING_REVIEW","QUARANTINED","36","12","24","11","144","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdg5iim003wevu9kuk3b0bf","Understanding Prefixes and Suffixes","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.F","Prefixes and Suffixes","","PENDING_REVIEW","QUARANTINED","36","18","18","4","81","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdg77dl0048evu9yx51bo8o","Using Context Clues to Understand Words","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.F","Context Clues","","PENDING_REVIEW","QUARANTINED","36","12","24","7","123","18","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdg94wd004levu9htte4cct","Understanding Synonyms and Antonyms","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.F","Synonyms and Antonyms","","PENDING_REVIEW","QUARANTINED","36","21","15","4","81","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgccj1004yevu9ezvs5f22","Exploring Compare and Contrast","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.2.3.I","Compare and Contrast","","PENDING_REVIEW","QUARANTINED","36","0","36","12","117","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdge47w005bevu9y1vtuc9k","Exploring Themes in Stories","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.A","Theme","","PENDING_REVIEW","QUARANTINED","36","0","36","12","132","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdggth4005oevu9zrifadqq","Understanding Character Traits and Actions","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.C","Character Traits and Actions","","PENDING_REVIEW","QUARANTINED","36","18","18","7","114","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgj3z00061evu9osxvuo1u","Understanding Sequence of Events","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.C","Sequence of Events","","PENDING_REVIEW","QUARANTINED","36","15","21","5","105","15","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgkud3006eevu9jb8e6dht","Exploring Story Elements: Characters, Setting, and Events","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.C","Story Elements","","PENDING_REVIEW","QUARANTINED","36","15","21","9","114","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgm4f3006mevu91x36jxg8","Understanding Point of View","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.D","Point of View","","PENDING_REVIEW","QUARANTINED","36","21","15","11","156","42","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgpv0n006zevu9ueolu61j","Understanding Poetry: Lines and Stanzas","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.E","Poetry Lines and Stanzas","","PENDING_REVIEW","QUARANTINED","36","18","18","8","102","30","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdqz49f000aes458ungmt69","Exploring Connotation and Figurative Language","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.3.3.F","Connotation and Figurative Language","","PENDING_REVIEW","QUARANTINED","36","0","36","4","81","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgspjc007devu9e4f0jqfu","Organizing Paragraphs Effectively","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.C","Paragraph Organization","","PENDING_REVIEW","QUARANTINED","36","0","36","3","120","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgte5s007levu96qndx56t","Mastering Capitalization and Titles","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.F","Capitalization and Titles","","PENDING_REVIEW","QUARANTINED","36","0","36","2","102","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgvi9g0082evu9jlk35wzb","Mastering Commas in a Series","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.F","Commas in a Series","","PENDING_REVIEW","QUARANTINED","36","21","15","0","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgvnv5008aevu90h6ug77j","Mastering Complete Sentences","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.F","Complete Sentences","","PENDING_REVIEW","QUARANTINED","36","15","21","3","99","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgyudg008nevu9q18muwup","Mastering Pronoun Agreement and Shifts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.F","Pronoun Agreement and Shifts","","PENDING_REVIEW","QUARANTINED","36","0","36","0","93","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdgyw0h008vevu9kb541y7f","Understanding Formal and Informal Style","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.F","Formal and Informal Style","","PENDING_REVIEW","QUARANTINED","36","0","36","3","102","6","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh2xsi0098evu9zawl135n","Supporting Opinions with Reasons","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.G","Opinion Reasons","","PENDING_REVIEW","QUARANTINED","36","12","24","4","105","3","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh3j20009gevu9lc0iynfk","Mastering Evidence and Explanation in Writing","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","3","PA","ELA","PSSA","CC.1.4.3.S","TDA Evidence and Explanation","","PENDING_REVIEW","QUARANTINED","36","6","30","12","141","9","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh5m7u009qevu9b6sq9ivk","Understanding Affixes and Roots","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.1.4.D","Affixes and Roots","","PENDING_REVIEW","QUARANTINED","48","16","32","3","108","4","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdh63tp009yevu9abub6l5w","Mastering Multisyllabic Words","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.1.4.E","Decoding Multisyllabic Words","","PENDING_REVIEW","QUARANTINED","48","0","48","3","108","4","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdha1hu00abevu9csx08m68","Enhancing Reading Fluency","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.1.4.E","Fluency Strategies","","PENDING_REVIEW","QUARANTINED","48","36","12","4","132","12","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdhas9n00ajevu9teh71x9k","Understanding Main Ideas Across Texts","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.2.4.A","Combine Main Ideas Across Texts","","PENDING_REVIEW","QUARANTINED","48","16","32","8","176","20","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdhcgsm00awevu9rk3hmgr4","Understanding Main Idea and Key Details","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.2.4.A","Main Idea","","PENDING_REVIEW","QUARANTINED","48","20","28","4","168","24","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdhgonw00b9evu9g6u9w9jt","Making Inferences from Text","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.2.4.B","Inference","","PENDING_REVIEW","QUARANTINED","48","28","20","12","208","48","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdhhzd600bjevu9362t3f0f","Inference with Supporting Details","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.2.4.B","Inference with Supporting Details","","PENDING_REVIEW","QUARANTINED","48","0","48","12","140","32","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
"cmpdhlfoh00buevu902sxjmck","Using Text Evidence","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30","db_export_jsonl","audit_exports/pssa_audit_bundle_2026-05-30/pssa_lessons.jsonl","local-pssa-governance-and-tranche1-2026-05-31","4","PA","ELA","PSSA","CC.1.2.4.B","Text Evidence","","PENDING_REVIEW","QUARANTINED","48","8","40","12","152","20","REAUTHOR_AGAINST_CANONICAL_CONTRACTS","Audit-only. This row is not an approval and must not be used to activate legacy lesson content."
