itemId,gradeLevel,passageId,passageTitle,eligibleContent,ecDescription,ecSkillFamily,questionType,stem,targetWordOrPhrase,observedSkillPattern,expectedSkillPattern,evidenceSpan,stemSkillSignals,skillMatchResult,skillMatchConfidence,mismatchReason,notes,lessonId,sourceId
"b3800e9455ad83e5:exitTicket:1","7","6573b4f8bd592936","Understanding Point of View in Narratives passage 8","CC.1.3.7.D","","unknown","MCQ","What is the point of view in this passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","b3800e9455ad83e5","archive-token-budget-json-samples"
"b3800e9455ad83e5:masteryCheck:1","7","ca84198b628c1dcd","Understanding Point of View in Narratives passage 10","CC.1.3.7.D","","unknown","MCQ","What is the point of view in this passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","b3800e9455ad83e5","archive-token-budget-json-samples"
"2e499bbebc952fb5:guidedPractice:1","7","2bfc3f28f55d23ce","Exploring Theme in Literature passage 1","CC.1.3.7.A","","unknown","MCQ","What is the theme of the passage about the finch?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","2e499bbebc952fb5","archive-token-budget-json-samples"
"2e499bbebc952fb5:independentPractice:1","7","5739a86f73a0b26f","Exploring Theme in Literature passage 2","CC.1.3.7.A","","unknown","MCQ","What is the theme of the following passage?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","2e499bbebc952fb5","archive-token-budget-json-samples"
"2e499bbebc952fb5:masteryCheck:1","7","5739a86f73a0b26f","Exploring Theme in Literature passage 2","CC.1.3.7.A","","unknown","MCQ","What is the theme of the following passage?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","2e499bbebc952fb5","archive-token-budget-json-samples"
"9002456ac29624c0:guidedPractice:2","8","e5d47dee7b351d2f","Understanding Multiple Central Ideas passage 2","CC.1.2.8.A","","unknown","MCQ","Which statement best describes a central idea of the passage?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","9002456ac29624c0","archive-token-budget-json-samples"
"9002456ac29624c0:independentPractice:2","8","d41662834a615261","Understanding Multiple Central Ideas passage 5","CC.1.2.8.A","","unknown","MCQ","Which statement best describes a central idea of the passage?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","9002456ac29624c0","archive-token-budget-json-samples"
"9002456ac29624c0:exitTicket:2","8","b56437793b6acc77","Understanding Multiple Central Ideas passage 9","CC.1.2.8.A","","unknown","MCQ","Which statement best describes a central idea of the passage?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","9002456ac29624c0","archive-token-budget-json-samples"
"9002456ac29624c0:masteryCheck:2","8","881a12f91d08a294","Understanding Multiple Central Ideas passage 11","CC.1.2.8.A","","unknown","MCQ","Which statement best describes a central idea of the passage?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","9002456ac29624c0","archive-token-budget-json-samples"
"cmpdfsse80023evu9p3ru6hyw:guidedPractice:1","3","c4c55b3db8715e86","Understanding Main Idea passage 1","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about bees?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfsse80023evu9p3ru6hyw:guidedPractice:2","3","8b67a52c7af8a1ea","Understanding Main Idea passage 2","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about the printing press?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfsse80023evu9p3ru6hyw:independentPractice:1","3","6016736a1e9aa56a","Understanding Main Idea passage 3","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about the ocean?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfsse80023evu9p3ru6hyw:independentPractice:2","3","6861e79ff3d5741c","Understanding Main Idea passage 4","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about baking bread?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfsse80023evu9p3ru6hyw:exitTicket:1","3","6e9cfa37dbd791fa","Understanding Main Idea passage 6","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about the invention of the wheel?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfsse80023evu9p3ru6hyw:masteryCheck:1","3","9b539a0ba14e67ee","Understanding Main Idea passage 7","CC.1.2.3.A","","unknown","MCQ","What is the main idea of the passage about Amelia Earhart?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:guidedPractice:1","3","b63c296f6beac017","Using Text Evidence to Understand Stories passage 1","CC.1.2.3.B","","unknown","MCQ","What is the main idea of the passage about bees?","","key_ideas_details","unknown","","key_ideas","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:independentPractice:1","3","8dd66157f4a10df0","Using Text Evidence to Understand Stories passage 4","CC.1.2.3.B","","unknown","MCQ","Why did Amelia's grandmother say, 'Your words have power'?","","inference","unknown","","vocabulary|inference|detail_event","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:independentPractice:3","3","438fb16badb4b43d","Using Text Evidence to Understand Stories passage 6","CC.1.2.3.B","","unknown","MCQ","What does the eagle's behavior tell us about its character?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:independentPractice:4","3","3b834696a4ead8d6","Using Text Evidence to Understand Stories passage 7","CC.1.2.3.B","","unknown","MCQ","What is true about the moon according to the passage?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:exitTicket:1","3","5022861a59765200","Using Text Evidence to Understand Stories passage 8","CC.1.2.3.B","","unknown","MCQ","What is the main lesson Rosa Parks' story teaches us?","","literature_elements","unknown","","key_ideas|literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfvzjb002gevu9myf1nvdt:masteryCheck:2","3","1455b05b161bfa1a","Using Text Evidence to Understand Stories passage 11","CC.1.2.3.B","","unknown","MCQ","Why is Tim's story an example of perseverance?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:guidedPractice:1","3","58bd7c30481eaf97","Understanding Cause and Effect passage 1","CC.1.2.3.C","","unknown","MCQ","What caused the ground to become slippery?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:independentPractice:1","3","5ab99b412131cf4c","Understanding Cause and Effect passage 4","CC.1.2.3.C","","unknown","MCQ","What inspired Georgia O'Keeffe to start creating her own artworks?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:independentPractice:3","3","c2d5544bfcc098ff","Understanding Cause and Effect passage 6","CC.1.2.3.C","","unknown","MCQ","What was the effect of the sun on the ice cream?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:exitTicket:1","3","e5287b50f015c500","Understanding Cause and Effect passage 8","CC.1.2.3.C","","unknown","MCQ","What was one reason European explorers set out on long journeys across the ocean?","","informational_elements","unknown","","informational","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:masteryCheck:1","3","b13e1e0b4f972939","Understanding Cause and Effect passage 10","CC.1.2.3.C","","unknown","MCQ","What was the effect of Marie Curie's research on the world?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdfxnn7002tevu993vrd9h7:masteryCheck:3","3","e0a36644df2b1475","Understanding Cause and Effect passage 12","CC.1.2.3.C","","unknown","MCQ","What was the effect of the hot sun on the garden's soil?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg1f67003eevu9q8cyr7oa:guidedPractice:1","3","631ee9b319d15cd6","Understanding Author's Purpose passage 1","CC.1.2.3.E","","unknown","MCQ","What is the author's purpose in the passage about ants?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg1f67003eevu9q8cyr7oa:guidedPractice:2","3","d8b9d9f26bba2f95","Understanding Author's Purpose passage 2","CC.1.2.3.E","","unknown","MCQ","What is the author's purpose in the following passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg1f67003eevu9q8cyr7oa:independentPractice:1","3","4684c2c9efc4c1dd","Understanding Author's Purpose passage 4","CC.1.2.3.E","","unknown","MCQ","What is the author's purpose in the following passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg1f67003eevu9q8cyr7oa:masteryCheck:1","3","0cbbf0600b78b959","Understanding Author's Purpose passage 9","CC.1.2.3.E","","unknown","MCQ","What is the author's purpose in the following passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg77dl0048evu9yx51bo8o:guidedPractice:1","3","3022ee97e739f02e","Using Context Clues to Understand Words passage 1","CC.1.2.3.F","","unknown","MCQ","What does the word 'gleaming' mean in the sentence?","gleaming","vocabulary_context","unknown","","vocabulary","WARN","0.66","Non-vocabulary EC may be attached to a word-meaning or phrase-interpretation item.","Observed skill is vocabulary-context; human review needed.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg77dl0048evu9yx51bo8o:independentPractice:1","3","5d0ec7d71daae6f1","Using Context Clues to Understand Words passage 3","CC.1.2.3.F","","unknown","MCQ","What does the word 'majestic' mean in the sentence?","majestic","vocabulary_context","unknown","","vocabulary","WARN","0.66","Non-vocabulary EC may be attached to a word-meaning or phrase-interpretation item.","Observed skill is vocabulary-context; human review needed.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg77dl0048evu9yx51bo8o:exitTicket:1","3","0b02b547b7337781","Using Context Clues to Understand Words passage 5","CC.1.2.3.F","","unknown","MCQ","What does the word 'significant' mean in the sentence?","significant","vocabulary_context","unknown","","vocabulary","WARN","0.66","Non-vocabulary EC may be attached to a word-meaning or phrase-interpretation item.","Observed skill is vocabulary-context; human review needed.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdg77dl0048evu9yx51bo8o:masteryCheck:1","3","ca2f16a56e00968d","Using Context Clues to Understand Words passage 6","CC.1.2.3.F","","unknown","MCQ","What does the word 'pioneering' mean in the passage?","pioneering","vocabulary_context","unknown","","vocabulary","WARN","0.66","Non-vocabulary EC may be attached to a word-meaning or phrase-interpretation item.","Observed skill is vocabulary-context; human review needed.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdggth4005oevu9zrifadqq:guidedPractice:1","3","eaa9894c8b6e8363","Understanding Character Traits and Actions passage 1","CC.1.3.3.C","","unknown","MCQ","What does Mia's decision to follow the hidden path reveal about her?","","plain_recall","unknown","","plain_recall","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdggth4005oevu9zrifadqq:independentPractice:1","3","4d3f8d060372de18","Understanding Character Traits and Actions passage 3","CC.1.3.3.C","","unknown","MCQ","What does the character's action of returning a lost item reveal about them?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgj3z00061evu9osxvuo1u:guidedPractice:1","3","0caed788f35a766c","Understanding Sequence of Events passage 1","CC.1.3.3.C","","unknown","MCQ","What happens first in the sequence of the Sun's daily path?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgj3z00061evu9osxvuo1u:masteryCheck:1","3","1b7db26f516a94ca","Understanding Sequence of Events passage 4","CC.1.3.3.C","","unknown","MCQ","What happens first in Marie Curie's life story?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgkud3006eevu9jb8e6dht:guidedPractice:1","3","c3abfd42f60833ab","Exploring Story Elements: Characters, Setting, and Events passage 1","CC.1.3.3.C","","unknown","MCQ","What is the main setting of the story?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgkud3006eevu9jb8e6dht:independentPractice:1","3","53a7495ff1814b1e","Exploring Story Elements: Characters, Setting, and Events passage 3","CC.1.3.3.C","","unknown","MCQ","What is the main conflict in the story?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgkud3006eevu9jb8e6dht:exitTicket:1","3","e09a47fe277bf8bd","Exploring Story Elements: Characters, Setting, and Events passage 6","CC.1.3.3.C","","unknown","MCQ","What is the main theme of the story?","","literature_elements","unknown","","literary","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgm4f3006mevu91x36jxg8:guidedPractice:1","3","b0ae63dceed41ac6","Understanding Point of View passage 1","CC.1.3.3.D","","unknown","MCQ","What point of view is used in the passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgm4f3006mevu91x36jxg8:guidedPractice:2","3","ed01e85e5c8713b6","Understanding Point of View passage 2","CC.1.3.3.D","","unknown","MCQ","What is the narrator's perspective in this passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgm4f3006mevu91x36jxg8:independentPractice:1","3","1c3459005d636146","Understanding Point of View passage 4","CC.1.3.3.D","","unknown","MCQ","What point of view is used in this passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"cmpdgm4f3006mevu91x36jxg8:independentPractice:2","3","33cff31a4eb3357a","Understanding Point of View passage 5","CC.1.3.3.D","","unknown","MCQ","What is the narrator's perspective in this passage?","","craft_structure","unknown","","craft_structure","WARN","0.45","EC skill family could not be classified deterministically.","Human review needed.","cmpdgm4f3006mevu91x36jxg8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
