lessonId,sourceId,itemId,section,itemIndex,legacyType,normalizedInteractionType,hasPassage,choiceCount,hasResponseSpec,hasCorrectResponse,hasScoring,hasVerbatimEvidence,question
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:4","markdown","4","drag-drop-order","DRAG_DROP","false","0","false","false","false","","Arrange the steps for making a sandwich in the correct order."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:5","markdown","5","multi-select","","false","0","false","false","false","","Select all the transitions that would improve the flow of this paragraph."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:6","markdown","6","evidence-mapping","","true","0","false","false","false","","Match each claim with the evidence that supports it."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:7","markdown","7","multi-select","","false","0","false","false","false","","Which transitions best connect the ideas in the paragraph?"
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:8","markdown","8","drag-drop-order","DRAG_DROP","false","0","false","false","false","","Arrange the events in the story in the sequence that makes the most sense."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:9","markdown","9","evidence-mapping","","true","0","false","false","false","","Match each claim with the evidence that supports it."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:10","markdown","10","multi-select","","false","0","false","false","false","","Select all the transitions that would improve the flow of this paragraph."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:11","markdown","11","drag-drop-order","DRAG_DROP","false","0","false","false","false","","Arrange the steps for planting a seed in the correct order."
"1f03bad1f47fc2d5","archive-readable-v2-samples","1f03bad1f47fc2d5:markdown:12","markdown","12","evidence-mapping","","true","0","false","false","false","","Match each claim with the evidence that supports it."
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:1","markdown","1","mc","MCQ","false","7","false","true","false","","What does the word 'serene' mean in the sentence: 'The serene lake reflected the clear blue sky, creating a peaceful scene'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:2","markdown","2","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the word that best completes the sentence: 'The artist's ___ use of color made the painting stand out.'"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:3","markdown","3","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","In the passage, which phrase best describes the meaning of 'resilient'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:4","markdown","4","mc","MCQ","false","7","false","true","false","","What does the word 'elated' mean in the sentence: 'She was elated when she heard the good news about her promotion'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:5","markdown","5","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the word that best completes the sentence: 'The ___ sunset painted the sky with brilliant hues of orange and pink.'"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:6","markdown","6","mc","MCQ","false","7","false","true","false","","Which word is a synonym for 'perplexed' in the sentence: 'He was perplexed by the complex puzzle'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:7","markdown","7","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","In the passage, which phrase best describes the meaning of 'tenacious'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:8","markdown","8","mc","MCQ","false","7","false","true","false","","What does the word 'melancholy' mean in the sentence: 'The melancholy tune of the violin filled the room with a somber mood'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:9","markdown","9","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the word that best completes the sentence: 'The ___ forest was alive with the sounds of chirping birds and rustling leaves.'"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:10","markdown","10","mc","MCQ","false","7","false","true","false","","What does the word 'frigid' mean in the sentence: 'The frigid air made everyone shiver and bundle up in warm coats'?"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:11","markdown","11","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the word that best completes the sentence: 'The ___ ocean waves crashed against the shore, creating a dramatic scene.'"
"36c9beda0ceb59c5","archive-readable-v2-samples","36c9beda0ceb59c5:markdown:12","markdown","12","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","In the passage, which phrase best describes the meaning of 'resilient'?"
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:1","markdown","1","mc","MCQ","true","7","false","true","false","","What is the text structure of the following passage? ""The rain poured down heavily. Consequently, the streets were flooded, and traffic came to a halt."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:2","markdown","2","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the correct signal word to complete the sentence: ""The team practiced every day. ____, they won the championship."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:3","markdown","3","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the text structure: ""The new park offers various activities. For example, there are hiking trails, picnic areas, and a playground."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:4","markdown","4","mc","MCQ","true","7","false","true","false","","What is the text structure of the following passage? ""The library was quiet. Meanwhile, students were busy reading and taking notes."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:5","markdown","5","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the correct signal word to complete the sentence: ""The storm was severe. ____, many homes lost power."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:6","markdown","6","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the text structure: ""The two cities are alike in many ways. Both have large populations and vibrant cultures."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:7","markdown","7","multi-select","","false","0","false","false","false","","Which signal words indicate a Cause and Effect structure?"
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:8","markdown","8","mc","MCQ","true","7","false","true","false","","What is the text structure of the following passage? ""The museum offers a variety of exhibits. For instance, there are dinosaur fossils, ancient artifacts, and modern art displays."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:9","markdown","9","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the correct signal word to complete the sentence: ""The experiment failed. ____, the team learned valuable lessons."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:10","markdown","10","mc","MCQ","true","7","false","true","false","","What is the text structure of the following passage? ""The chef prepared the ingredients. Next, she heated the pan and added oil. Then, she sautéed the vegetables."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:11","markdown","11","inline-dropdown","INLINE_DROPDOWN","false","3","false","false","false","","Select the correct signal word to complete the sentence: ""The sun set, and the sky turned dark. ____, the stars began to appear."""
"ef09174d99e615f9","archive-readable-v2-samples","ef09174d99e615f9:markdown:12","markdown","12","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the text structure: ""The two animals are different in many ways. One is nocturnal, while the other is active during the day."""
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:1","markdown","1","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","What can you infer about the character's feelings from the passage?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:2","markdown","2","evidence-mapping","","true","0","false","false","false","","Which evidence best supports the claim that the character is determined?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:3","markdown","3","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","What inference can be made about the setting based on the passage?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:4","markdown","4","mc","MCQ","true","7","false","true","false","","What can you infer about the main character's relationship with their family?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:5","markdown","5","evidence-mapping","","true","0","false","false","false","","Which evidence best supports the claim that the character is resourceful?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:6","markdown","6","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","What inference can be made about the character's mood based on the passage?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:7","markdown","7","mc","MCQ","true","7","false","true","false","","What can you infer about the setting based on the passage?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:8","markdown","8","mc","MCQ","true","7","false","true","false","","What inference can be made about the character's decision-making process?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:9","markdown","9","evidence-mapping","","true","0","false","false","false","","Which evidence best supports the claim that the character is resilient?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:10","markdown","10","mc","MCQ","true","7","false","true","false","","What inference can be made about the character's priorities?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:11","markdown","11","evidence-mapping","","true","0","false","false","false","","Which evidence best supports the claim that the character is innovative?"
"33e15019de7f5340","archive-readable-v2-samples","33e15019de7f5340:markdown:12","markdown","12","mc","MCQ","true","7","false","true","false","","What inference can be made about the character's leadership style?"
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:1","markdown","1","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Choose the correct verb: The bouquet of flowers ___ (is/are) beautiful."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:2","markdown","2","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Select the correct verb: Neither the cat nor the dogs ___ (was/were) outside."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:3","markdown","3","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the correct sentence:"
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:4","markdown","4","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Choose the correct verb: The data ___ (is/are) conclusive."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:5","markdown","5","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Select the correct verb: The committee ___ (has/have) decided on the new policy."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:6","markdown","6","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the correct sentence:"
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:7","markdown","7","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Choose the correct verb: Either the teacher or the students ___ (is/are) responsible for the decorations."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:8","markdown","8","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Select the correct verb: The news ___ (is/are) surprising."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:9","markdown","9","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Choose the correct verb: The jury ___ (deliberates/deliberate) for hours before reaching a verdict."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:10","markdown","10","hot-text-sentence","HOT_TEXT","false","0","false","false","false","","Identify the correct sentence:"
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:11","markdown","11","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Choose the correct verb: The number of participants ___ (is/are) increasing."
"6a1f7a8b5369385e","archive-readable-v2-samples","6a1f7a8b5369385e:markdown:12","markdown","12","inline-dropdown","INLINE_DROPDOWN","false","2","false","false","false","","Select the correct verb: The series of lectures ___ (was/were) informative."
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:1","markdown","1","evidence-mapping","","true","0","false","false","false","","What evidence supports the claim that bees are essential for pollination?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:2","markdown","2","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","Which two phrases help you understand the meaning of 'ecosystem balance'?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:3","markdown","3","two-part-ebsr","EBSR","true","8","false","false","false","","What is the main idea of the passage about renewable energy?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:4","markdown","4","evidence-mapping","","true","0","false","false","false","","Which evidence supports the claim that reading improves vocabulary?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:5","markdown","5","hot-text-phrase","HOT_TEXT","true","0","false","false","false","","Which two phrases help you understand the meaning of 'sustainable practices'?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:6","markdown","6","two-part-ebsr","EBSR","true","8","false","false","false","","What is the main idea of the passage about digital learning?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:7","markdown","7","evidence-mapping","","true","0","false","false","false","","What evidence supports the claim that urban gardening benefits communities?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:8","markdown","8","multi-select","","false","0","false","false","false","","Which evidence supports the claim that technology enhances learning?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:9","markdown","9","hot-text-word","HOT_TEXT","false","0","false","false","false","","Which two phrases help you understand the meaning of 'renewable resources'?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:10","markdown","10","evidence-mapping","","true","0","false","false","false","","What evidence supports the claim that exercise benefits mental health?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:11","markdown","11","hot-text-word","HOT_TEXT","false","0","false","false","false","","Which two phrases help you understand the meaning of 'climate change'?"
"e1a037b310877632","archive-readable-v2-samples","e1a037b310877632:markdown:12","markdown","12","two-part-ebsr","EBSR","true","8","false","false","false","","What is the main idea of the passage about sustainable transportation?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:1","markdown","1","mc","MCQ","true","7","false","true","false","","What is the central theme of the passage?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:2","markdown","2","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of the passage."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:3","markdown","3","evidence-mapping","","true","0","false","false","false","","Match the claims with the evidence that supports them."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:4","markdown","4","mc","MCQ","true","7","false","true","false","","What theme is suggested by the passage?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:5","markdown","5","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of the passage."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:6","markdown","6","evidence-mapping","","true","0","false","false","false","","Match the claims with the evidence that supports them."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:7","markdown","7","mc","MCQ","true","7","false","true","false","","What theme is suggested by the passage?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:8","markdown","8","mc","MCQ","true","7","false","true","false","","What is the central theme of the passage?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:9","markdown","9","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of the passage."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:10","markdown","10","mc","MCQ","true","7","false","true","false","","What theme is suggested by the passage?"
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:11","markdown","11","evidence-mapping","","true","0","false","false","false","","Match the claims with the evidence that supports them."
"852f9e9d0f426ef9","archive-readable-v2-samples","852f9e9d0f426ef9:markdown:12","markdown","12","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of the passage."
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:guidedPractice:1","guidedPractice","1","mc","MCQ","true","4","false","true","false","","What is the point of view in the following passage?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:guidedPractice:2","guidedPractice","2","hot-text-phrase","HOT_TEXT","true","0","false","true","false","true","Which sentence best supports the claim that the narrator is unreliable?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:guidedPractice:3","guidedPractice","3","two-part-ebsr","EBSR","true","0","false","false","false","true","How does the narrator's perspective influence the story's tone?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:independentPractice:1","independentPractice","1","mc","MCQ","true","4","false","true","false","","What is the point of view in this passage?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:independentPractice:2","independentPractice","2","hot-text-phrase","HOT_TEXT","true","0","false","true","false","true","Which sentence best supports the claim that the narrator is biased?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:independentPractice:3","independentPractice","3","two-part-ebsr","EBSR","true","0","false","false","false","true","How does the narrator's perspective influence the story's theme?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:independentPractice:4","independentPractice","4","evidence-mapping","","true","0","false","true","false","","Which evidence best supports the claim that the narrator is reflective?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:exitTicket:1","exitTicket","1","mc","MCQ","true","4","false","true","false","","What is the point of view in this passage?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:exitTicket:2","exitTicket","2","hot-text-phrase","HOT_TEXT","true","0","false","true","false","true","Which sentence best supports the claim that the narrator is introspective?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:masteryCheck:1","masteryCheck","1","mc","MCQ","true","4","false","true","false","","What is the point of view in this passage?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:masteryCheck:2","masteryCheck","2","hot-text-phrase","HOT_TEXT","true","0","false","true","false","true","Which sentence best supports the claim that the narrator is determined?"
"b3800e9455ad83e5","archive-token-budget-json-samples","b3800e9455ad83e5:masteryCheck:3","masteryCheck","3","evidence-mapping","","true","0","false","true","false","","Which evidence best supports the claim that the narrator is hopeful?"
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:guidedPractice:1","guidedPractice","1","mc","MCQ","true","4","false","true","false","","What is the theme of the passage about the finch?"
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:guidedPractice:2","guidedPractice","2","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of resilience in the passage."
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:guidedPractice:3","guidedPractice","3","evidence-mapping","","true","0","false","true","false","","Match the claims with the evidence that supports the theme of resilience in the passage."
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:independentPractice:1","independentPractice","1","mc","MCQ","true","4","false","true","false","","What is the theme of the following passage?"
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:independentPractice:2","independentPractice","2","hot-text-sentence","HOT_TEXT","true","0","false","false","false","","Select the sentence that best supports the theme of transformation in the passage."
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:independentPractice:3","independentPractice","3","evidence-mapping","","true","0","false","true","false","","Match the claims with the evidence that supports the theme of transformation in the passage."
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:independentPractice:4","independentPractice","4","mc","MCQ","false","4","false","true","false","","What lesson does Alex learn about knowledge and imagination?"
"2e499bbebc952fb5","archive-token-budget-json-samples","2e499bbebc952fb5:exitTicket:1","exitTicket","1","mc","MCQ","false","4","false","true","false","","What is the theme of the passage about the finch?"
